match_id,match_date,home_team,away_team,period,minute,second,team,player,jersey_number,position,event_type,outcome,recipient,x,y,end_x,end_y,xg,possession_team,duration,card,notes,home_colour,away_colour
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,69,53,Velvet Comet Athletic,Cooper Wright,7,Right Wing,Pass,Complete,Xavier Nelson,14.9,43.9,32.3,36.9,,Velvet Comet Athletic,0.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,70,4,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pressure,Applied,,53.5,53.9,,,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,70,14,Aurora Forge FC,Ethan Cole,4,Centre Back,Duel,Won,,39.1,28.9,,,,Aurora Forge FC,0.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,70,15,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Pressure,Applied,,91.5,74.3,,,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,70,18,Aurora Forge FC,Jack Murphy,5,Centre Back,Pressure,Applied,,54.5,54.9,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,70,30,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Pass,Complete,Mason Clark,21.7,54.8,45.3,54.5,,Velvet Comet Athletic,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,70,37,Aurora Forge FC,Leo Thompson,7,Right Wing,Pass,Incomplete,Lucas Martin,96.6,14.2,88.0,1.0,,Aurora Forge FC,2.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,71,6,Velvet Comet Athletic,Oscar Baker,9,Striker,Pass,Incomplete,Alexander Young,71.9,38.7,87.2,53.0,,Velvet Comet Athletic,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,71,35,Aurora Forge FC,Daniel Kim,18,Striker,Shot,Saved,,108,36,,,0.22,Aurora Forge FC,0.8,,Close-range chance,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,71,50,Aurora Forge FC,Noah Singh,2,Right Back,Interception,Won,,96.8,70.6,,,,Aurora Forge FC,0.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,71,55,Aurora Forge FC,Charlie Davis,11,Left Wing,Pass,Complete,Lucas Martin,81.8,31.9,71.1,33.6,,Aurora Forge FC,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,72,0,Velvet Comet Athletic,Oscar Baker,9,Striker,Substitution,Tactical,Xavier Nelson,60,40,,,,Velvet Comet Athletic,0.5,,Xavier Nelson replaces Oscar Baker,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,72,58,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Alexander Young,76.7,69.4,93.7,62.0,,Velvet Comet Athletic,0.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,73,6,Aurora Forge FC,Noah Singh,2,Right Back,Pass,Complete,Jack Murphy,52.4,37.6,64.7,53.9,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,73,43,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Henry Wilson,31.0,67.1,54.2,79.0,,Aurora Forge FC,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,74,1,Velvet Comet Athletic,Oscar Baker,9,Striker,Pass,Complete,Hudson White,89.2,72.8,82.5,79.0,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,74,20,Velvet Comet Athletic,Alexander Young,3,Left Back,Pressure,Applied,,103.5,64.4,,,,Velvet Comet Athletic,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,74,44,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Incomplete,Ben Walker,51.6,31.8,62.3,47.0,,Aurora Forge FC,2.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,75,15,Velvet Comet Athletic,James Lee,2,Right Back,Interception,Won,,92.6,35.9,,,,Velvet Comet Athletic,0.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,75,21,Aurora Forge FC,Lucas Martin,6,Defensive Midfield,Pass,Complete,Oliver Chen,77.0,63.4,89.3,53.2,,Aurora Forge FC,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,75,54,Aurora Forge FC,Ethan Cole,4,Centre Back,Pass,Complete,Sam Taylor,102.5,23.0,114.2,26.4,,Aurora Forge FC,2.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,76,3,Velvet Comet Athletic,Ryan Patel,1,Goalkeeper,Pass,Complete,Isaac Adams,83.5,55.4,92.0,64.0,,Velvet Comet Athletic,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,76,18,Aurora Forge FC,Leo Thompson,7,Right Wing,Pressure,Applied,,37.8,16.2,,,,Aurora Forge FC,1.5,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,76,26,Velvet Comet Athletic,Xavier Nelson,19,Striker,Shot,Saved,,110,45,,,0.19,Velvet Comet Athletic,0.8,,Transition chance,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,76,35,Velvet Comet Athletic,Isaac Adams,14,Centre Midfield,Pass,Complete,Thomas Evans,90.4,54.9,114.1,58.5,,Velvet Comet Athletic,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,77,26,Velvet Comet Athletic,Isaac Adams,14,Centre Midfield,Pass,Complete,Ryan Patel,53.7,47.5,76.9,50.9,,Velvet Comet Athletic,2.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,77,36,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pressure,Applied,,84.5,61.2,,,,Aurora Forge FC,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,77,52,Aurora Forge FC,Henry Wilson,8,Centre Midfield,Pass,Complete,Ben Walker,65.2,63.1,74.1,57.1,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,78,41,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Complete,Daniel Kim,94.0,58.1,85.9,66.6,,Aurora Forge FC,2.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,78,44,Velvet Comet Athletic,Xavier Nelson,19,Striker,Pass,Complete,Mason Clark,89.2,24.0,104.7,14.5,,Velvet Comet Athletic,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,79,0,Aurora Forge FC,Leo Thompson,7,Right Wing,Substitution,Tactical,Ben Walker,60,40,,,,Aurora Forge FC,0.5,,Ben Walker replaces Leo Thompson,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,79,3,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pass,Incomplete,Oliver Chen,37.0,32.8,51.7,29.5,,Aurora Forge FC,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,79,25,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Charlie Davis,108.5,57.1,119.0,49.4,,Aurora Forge FC,1.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,79,39,Aurora Forge FC,Jack Murphy,5,Centre Back,Pressure,Applied,,57.3,48.8,,,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,80,15,Velvet Comet Athletic,James Lee,2,Right Back,Pass,Complete,Isaac Adams,47.4,58.2,72.5,70.5,,Velvet Comet Athletic,0.8,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,80,18,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Duel,Won,,26.0,30.9,,,,Velvet Comet Athletic,0.7,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,80,53,Velvet Comet Athletic,Alexander Young,3,Left Back,Pass,Complete,Joshua Hall,65.2,50.2,53.9,45.5,,Velvet Comet Athletic,2.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,81,36,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Lucas Martin,37.5,59.3,48.0,63.8,,Aurora Forge FC,1.8,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,82,5,Aurora Forge FC,Liam Hart,1,Goalkeeper,Pressure,Applied,,91.6,47.2,,,,Aurora Forge FC,0.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,82,10,Velvet Comet Athletic,Hudson White,16,Left Wing,Pass,Incomplete,Oscar Baker,27.7,72.9,54.0,64.1,,Velvet Comet Athletic,0.8,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,82,32,Aurora Forge FC,Charlie Davis,11,Left Wing,Shot,Saved,,106,28,,,0.15,Aurora Forge FC,0.8,,Back-post shot,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,82,50,Aurora Forge FC,Sam Taylor,14,Centre Midfield,Pass,Incomplete,Leo Thompson,44.4,22.4,73.0,38.9,,Aurora Forge FC,2.1,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,83,4,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Complete,Noah Singh,80.9,38.4,103.3,35.2,,Aurora Forge FC,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,83,11,Velvet Comet Athletic,William Scott,5,Centre Back,Pass,Complete,Isaac Adams,85.7,43.2,95.0,60.4,,Velvet Comet Athletic,2.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,83,19,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Pressure,Applied,,84.4,49.5,,,,Velvet Comet Athletic,1.3,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,84,15,Velvet Comet Athletic,Oscar Baker,9,Striker,Pass,Complete,Xavier Nelson,32.6,10.0,58.7,8.7,,Velvet Comet Athletic,2.3,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,84,31,Aurora Forge FC,Ethan Cole,4,Centre Back,Block,Won,,41.7,56.1,,,,Aurora Forge FC,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,84,53,Aurora Forge FC,Jack Murphy,5,Centre Back,Pass,Complete,Ethan Cole,102.3,67.5,118.6,63.9,,Aurora Forge FC,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,85,2,Velvet Comet Athletic,Thomas Evans,4,Centre Back,Pass,Incomplete,Hudson White,25.2,23.2,18.0,29.7,,Velvet Comet Athletic,2.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,85,32,Aurora Forge FC,Noah Singh,2,Right Back,Pass,Incomplete,Oliver Chen,42.5,14.9,66.7,18.4,,Aurora Forge FC,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,86,0,Aurora Forge FC,Ben Walker,17,Right Wing,Pass,Incomplete,Charlie Davis,87.6,18.1,97.8,34.0,,Aurora Forge FC,1.1,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,86,13,Aurora Forge FC,Daniel Kim,18,Striker,Shot,Goal,,113,41,,,0.43,Aurora Forge FC,0.8,,Six-yard finish,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,86,41,Aurora Forge FC,Oliver Chen,3,Left Back,Pass,Incomplete,Leo Thompson,78.1,59.2,100.8,45.9,,Aurora Forge FC,1.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,87,27,Velvet Comet Athletic,Mason Clark,6,Defensive Midfield,Pressure,Applied,,105.7,69.9,,,,Velvet Comet Athletic,1.0,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,87,44,Aurora Forge FC,Archie Brown,10,Attacking Midfield,Pass,Complete,Leo Thompson,27.3,69.3,54.4,62.7,,Aurora Forge FC,1.4,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,87,53,Velvet Comet Athletic,Xavier Nelson,19,Striker,Pass,Complete,Hudson White,30.5,18.9,20.5,34.1,,Velvet Comet Athletic,1.2,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,88,1,Aurora Forge FC,Ethan Cole,4,Centre Back,Pressure,Applied,,78.7,28.9,,,,Aurora Forge FC,1.6,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,88,29,Velvet Comet Athletic,Hudson White,16,Left Wing,Pass,Complete,Alexander Young,57.9,65.8,67.8,79.0,,Velvet Comet Athletic,0.9,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,88,56,Velvet Comet Athletic,Harrison King,8,Centre Midfield,Pass,Complete,Jacob Green,74.1,32.7,101.1,25.4,,Velvet Comet Athletic,2.0,,Progressive forward pass,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,89,44,Velvet Comet Athletic,Jacob Green,11,Left Wing,Pass,Complete,Harrison King,33.0,54.9,41.9,53.8,,Velvet Comet Athletic,2.4,,,#6A3DB8,#18A6A6
FICTIONAL-DEMO-001,2026-08-16,Aurora Forge FC,Velvet Comet Athletic,2,90,26,Velvet Comet Athletic,Joshua Hall,10,Attacking Midfield,Shot,Off Target,,99,38,,,0.04,Velvet Comet Athletic,0.8,,Long-range effort,#6A3DB8,#18A6A6
